Name,Brand,Price,DiscountedPrice,Category,SubCategory,Quantity,Description,BreadCrumbs
Nutrela Soya Mini Chunks,Nutrela,60,52,Grocery,Pulses,200 gm,"Overview Nutrela Mini Soya Chunks are simply made from 100% soy flour. These chunks are the substitute products of selection when trying to keep away from meat and eggs and finding sources for Protein or which comes under pure vegetarian ingredients. It unifies simply in all types of dishes and spreads their flavour all over. It consists of 54% protein content vs 22% for meat and 14% for eggs. These are even superior for your heart and lower your fats and cholesterol. Click here for unique and delicious recipes.  How to Use- Boil water in a non-stick deep pan with salt and oil.- Add the pasta and cook for about 7 minutes in boiling water, drain and keep aside. Heat olive oil in a pan, add the garlic, red capsicum and onion.- Saute for 2 minutes till the onion is soft.",Grocery > Pulses
Organic Tattva Arhar Tur Dal,Organic Tattva,270,135,Grocery,Dals,1 kg,"Overview Arhar Dal is also known as Toor dal or red gram. It is rich in protein, potassium, phosphorus, magnesium and calcium.  It is a good source of Vitamins C, E, K and B complex along with minerals magnesium, manganese, phosphorus, potassium, sodium, zinc. Organic Toor dal on average offers 6-12% of the daily requirement of iron. The addition of Toor/ Arhar dal in the regular diet regimen revamps the energy levels instantly Being low on glycemic index toor dal is a good addition to a diabetic&rsquo;s meal plan The richness of fibre and protein keeps you satiated, curbs hunger pangs, promote weight loss and reduces the cholesterol level The richness of iron and folate in toor dal, the essential nutrients play a vital role in correcting iron deficiency anaemia and boosting iron levels.Key Features- 100% Vegan. - Gluten-Free.- No Additives.- Unpolished.",Grocery > Dals
Toor Dal Plain,,750,585,Grocery,Dals,5 kg,India,Grocery > Dals
Nutrela Soya Chunks,Nutrela,60,52,Grocery,Pulses,200 gm,"Overview Nutrela Soya Chunks are made from soy flour. Soya Chunks contain immunity building nutrients, protein, iron and zinc. It is rich in dietary fibre and strengthens your immunity. It is very easy to prepare and makes tasty dishes. They are a blank canvas that you can paint on, they are odourless and tasteless by themselves. It can be used in many dishes and it is healthy and a good source of calcium. It is also a great replacement for chicken or any other meat.  Ingredients Soybeans.  How to Use- Soak these soya chunks for around 10 minutes before use.- To soak, place in a small dish and add seasonings such as garam masala, soy sauce or balsamic vinegar, before covering with boiling water.- The soya chunks will expand and will then be ready to cook as if they were normal meat.  Storage Instructions- Store in a clean, cool and dry place.- Keep away from direct sunlight.",Grocery > Pulses
Toor Dal Oily,,750,588,Grocery,Dals,5 kg,India,Grocery > Dals
24 Mantra Organic Tur Dal,24 Mantra,260,215,Grocery,Dals,1 kg,"OverviewPulses are a boon to vegetarians and vegans. Legumes including Toor dal are of major importance in our diet, contributing as the main source of plant protein. Among legumes, Toor dal is predominantly grown and consumed in India and is also known as red gram and arhar dal. We cannot find a kitchen in India without Toor dal.Since 24 Mantra Organic Toor Dal/Tur Dal/Arhar Dal is unpolished it is a good source of dietary fibre with minimal processing. Toor Dal/Tur Dal/Arhar Dal is a good source of minerals such as magnesium and iron. It is 100 % Organic, grown without synthetic pesticides, and grown without synthetic GMOs.Key Features- 100 % Organic. - Grown without synthetic Pesticides. - Grown without synthetic GMOs.- Unpolished Dal.- The best protein source for vegetarians.- Beneficial to reduce the risk of cardiovascular disease and type 2 diabetes.- Helps to maintain ideal body weight.- A good source of dietary fibre.- Contains bio-active compounds",Grocery > Dals
Premia Mini Soya Chunks,Premia,45,38,Grocery,Pulses,200 gm,"Storage and Uses- Soak these soya chunks for around 10 minutes before use.- To soak, place in a small dish and add seasonings such as garam masala, soy sauce or balsamic vinegar, before covering with boiling water.- The soya chunks will expand and will then be ready to cook as if they were normal meat.  Storage- Store in a clean, cool and dry place.- Keep away from direct sunlight.",Grocery > Pulses
Nutrela Soya Granules,Nutrela,60,50,Grocery,Pulses,200 gm,"OverviewNutrela Soya Granules are made from soy flour. Soya Granules contain immunity building nutrients, protein, iron and zinc. It is rich in dietary fibre and strengthens your immunity. They are ready to cook and in an easily manageable shape. It is very easy to prepare and makes tasty dishes. They are a blank canvas that you can paint on, they are odourless and tasteless by themselves. It can be used in many dishes and it is healthy and a good source of calcium. It is also a great replacement for chicken or any other meat. IngredientsSoybeans. How To Use- Soak these soya chunks for around 10 minutes before use.- To soak, place in a small dish and add seasonings such as garam masala, soy sauce or balsamic vinegar, before covering with boiling water.- The soya chunks will expand and will then be ready to cook as if they were normal meat. Storage Instructions- Store in a clean, cool and dry place.- Keep away from direct sunlight.",Grocery > Pulses
KMK Pista Magaz,KMK,540,375,Grocery,Dry Fruits,200 gm,"  BenefitsPistachios come with a plethora of nutrients such as vitamins, antioxidants, minerals, protein and healthy fatty acids. They offer countless incredible health benefits from augmenting cardiac health, regulating diabetes, promoting brain activity, to easing digestion and enhancing sexual and eye health.StorageStore in a cool and dry placeHow to UseReady to eat.About the BrandKanji Manji Kothari, a traditional family concern, was established in the year 1850. Our business is in providing naturally procured dry fruits, where all the hygiene and health benefits are taken into consideration before delivering the end product.Dry fruits have an array of benefits to offer. They are the powerhouse of nutrients and have been an integral part of the food chain. It regulates the metabolism and strengths the vital components of the human body. ",Grocery > Dry Fruits
Satyam Toor Dal Oily,Satyam,109,101,Grocery,Dals,500 gm,"Overview:Make delicious sambhar with this superior quality toor dal from Satyam.Key FeaturesHigh qualityHygienically packedBenefitsKnown to be a rich source of potassium.A protein powerhouse.Source of carbohydrates and fibre.Storage ConditionStore in a cool, dry & hygienic place.About the BrandSince the past 40 years, Satyam has been in the trade of Spices, Dry Fruits, Pulses, Groceries & Customized Giftable Packaging for special occasions.",Grocery > Dals
Carnival Classic Pista Magaz,Carnival,700,560,Grocery,Dry Fruits,250 gm,"Overview:These pistachio nuts with a distinct nutty flavour are an enjoyment. Pistachios are high in fibre and protein, both of which help you stay energised throughout the day. They're also lowcalorie nuts, so you can eat them guiltfree.How To UseThey're fantastic in salads, puddings, and chocolates.Care InstructionsStore in a cool and dry place. ",Grocery > Dry Fruits
Premia Soyabean,Premia,94,79,Grocery,Pulses,500 gm,Ingredients Soyabean,Grocery > Pulses
Carnival Classic California Pistachios,Carnival,460,310,Grocery,Dry Fruits,250 gm,"Overview:These pistachios are rich, nutritious snacks that have been roasted and salted to perfection. They are the perfect accompaniment to savoury snacks and are packed with nutrients.BenefitsPistachios like other nuts also have high nutritional values and are packed with vitamins and minerals including phosphorus, potassium, calcium, iron, and magnesium. Eating pistachios can protect against diabetes, high blood pressure and cancer.Pistachios are powerhouses of proteins and are an excellent post work out snack. They are rich in fibre promoting good gut and digestive health. Like most nuts they are rich in hearthealthy fats, lowering cholesterol and blood sugar levels.Care InstructionsStore in a cool and dry place. ",Grocery > Dry Fruits
KMK Pista Salted Irani (Pistachios),Kanji Manji Kothari,319,237,Grocery,Dry Fruits,200 gm,Iran,Grocery > Dry Fruits
Tuwar Whole,,70,53,Grocery,Dals,500 gm,India,Grocery > Dals
Saffola Mealmaker Soya Chunks,Saffola,60,35,Grocery,Pulses,200 gm,"OverviewPresenting Saffola Mealmaker Soya Chunks made with Super-Soft Technology that ensures the soya chunks remain super soft and absorbs the flavour so well, which makes your soya dish tasty. Saffola Mealmaker Soya Chunks are manufactured by extrusion of defatted soya flour from healthy soya seeds. Saffola chooses its ingredient carefully, and analyse & balance the key nutritional factors like protein, dietary fibres etc. to ensure optimum quality. Finally, it is extruded with strict process control to obtain soya chunks that cook softer, so that you can enjoy tender, juicy and tasty chunks. It is High in Protein - 53%, High in Fibre - 13% & Low in Fat (Nutritive value of Foods ICMR, JFST), which aids your Family's nutrition thanks to the goodness of protein and fibre and adds great taste to their everyday food with the tender & juicy soya chunks. Chilli Soya, Soya Aloo curry, Soya Mutter & Soya Biryani are some of the dishes that will taste good with Saffola Mealmaker Soya Chunks. Now every soya dish will be delicious. Try Saffola Mealmaker Soya Chunks -Tasty Super Soft, Soya Chunks. Soya chunk are also known as soya wadi, soya nuggets, soya badi, and soyabean badi.Features & Benefits- Absorbs flavours well which makes your soya dish tasty- Made using Super Soft Technology that ensures Soya chunks are tender and juicy- High in Protein with the goodness of fibre- Low in fat- 100% Vegetarian- From the House of SaffolaKey IngredientIngredients: Defatted Soya (100%)Allergen Information: Contains Soya, may contain traces of Peanuts and Wheat GlutenUsage DirectionsCooking method for Saffola Mealmaker Soya chunks- 1 Cup of Saffola Mealmaker Soya chunks gives 1.5 cups of cooked Saffola Mealmaker Soya Chunks.- Take 3 cups of water and completely immerse 1 cup of Saffola Mealmaker Soya Chunks.- Add a pinch of salt to it. Avoid adding salt if preparing a sweet dish. Cook it for 5 &ndash; 6 min.- Once it is cooked, drain and rinse well in cold water (2 &ndash; 3 times) and lightly squeeze dry for further use in any of your favourite recipes.",Grocery > Pulses
Udid (Urad) Dal,,88,73,Grocery,Dals,500 gm,India,Grocery > Dals
Udid (Urad) Dal,,173,140,Grocery,Dals,1 kg,India,Grocery > Dals
Desi Kabuli Chana,,95,76,Grocery,Pulses,500 gm,India,Grocery > Pulses
Desi Kabuli Chana,,190,159,Grocery,Pulses,1 kg,India,Grocery > Pulses
Udid,,88,69,Grocery,Dals,500 gm,India,Grocery > Dals
Date Crown Fard (Khajur),Crown,234,165,Grocery,Grocery/Dry Fruits,500 gm,OverviewThese premium Emirates Dates from UAE are natural and have no added preservatives.Key Features- No added sugar- 100% natural- No added preservatives- Gluten free- Premium Emirates Dates- Product of the UAEAbout the BrandDATE CROWN is the first retail brand from Al Foah and the world's leading and fastest-growing packaged dates brand with a presence in over 35 countries.,Grocery > Grocery/Dry Fruits
Tata Sampann Urad Dal,TATA,90,75,Grocery,Dals,500 gm,"Overview:The fresher the packed Urad, the higher the ubari. Desi Urad, being fresher than stored imported Urad, gives higher ubari. Higher ubari while making idli batter leads to fluffier idlis.Known to be one of the best natural sources of protein, Tata Sampann Urad Dal Whole is unpolished, i.e. it does not undergo any artifical polishing with water, oil or leather, thereby retaining its goodness and protein content.Natural goodness is the way to a healthy, balanced life.Key FeaturesNaturally healthyProcessed in the most hygienic conditions, by state-of-the-art equipment5-Step Purity process ensures uniform, cleaner and superior dalsStorage ConditionStore in a cool and dry place.",Grocery > Dals
Tata Sampann Urad Dal,TATA,179,152,Grocery,Dals,1 kg,"Overview:The fresher the packed Urad, the higher the ubari. Desi Urad, being fresher than stored imported Urad, gives higher ubari. Higher ubari while making idli batter leads to fluffier idlis.Known to be one of the best natural sources of protein, Tata Sampann Urad Dal Whole is unpolished, i.e. it does not undergo any artifical polishing with water, oil or leather, thereby retaining its goodness and protein content.Natural goodness is the way to a healthy, balanced life.Key FeaturesNaturally healthyProcessed in the most hygienic conditions, by state-of-the-art equipment5-Step Purity process ensures uniform, cleaner and superior dalsStorage ConditionStore in a cool and dry place.",Grocery > Dals
Emperor Dates - Deseeded Black Dates (Khajur),Emperor,145,130,Grocery,Grocery/Dry Fruits,500 gm,"Ingredients- Wet DatesOther must know Information- Best Before 12 months from Packaging.- These dates have been carefully deseeded, but the brand does not guarantee that every seed has been removed.Storage InstructionsStore in a cool and dry place.",Grocery > Grocery/Dry Fruits
